epoch train test
110 0.911489580993851 0.8131906788051129
111 0.9004396583388249 0.8011397163569928
112 0.9015277948727211 0.7996004632115364
113 0.8881432409957051 0.7354561233520508
114 0.8982300407936176 0.7903759483993054
115 0.8825763786832491 0.8148860195279122
116 0.891343646881481 0.8528980031609535
117 0.8747843647996585 0.8419047713279724
118 0.8801173991337419 0.7078460492193699
119 0.8706832768892249 0.8128300791978836
120 0.8701390936474005 0.7297846890985966
121 0.8569705253715316 0.8147086675465107
122 0.8645974493337174 0.851228154450655
123 0.8593551113580664 0.7523009687662124
124 0.8516837342580159 0.8483214786648751
125 0.8494830001145601 0.706070456802845
126 0.8465515914559364 0.6804389074444771
127 0.8400346199547251 0.7402397273480892
128 0.8417259839177131 0.7474621666967869
129 0.8336123346288999 0.7290066489577294
130 0.8347109481443962 0.766300307661295
131 0.8302755857010683 0.6969091448187829
132 0.8266688586647312 0.7353770598769188
133 0.8228519727910558 0.6743120491877198
134 0.8167198170969884 0.680302132666111
135 0.8196366039166848 0.6410330019146204
136 0.8100577005743981 0.7465383222699166
137 0.8073260270059108 0.7392095324397087
138 0.8139814140213033 0.7517528133839368
139 0.8004629599054655 0.6514089405536652
140 0.8008197049920758 0.8549967494606971
141 0.79831501831611 0.62521991613321
142 0.7994652541354299 0.7438322269916534
143 0.7923720802366734 0.675273023545742
144 0.7871124382565419 0.658745718896389
145 0.7944105187306801 0.5599600095674395
146 0.7871788806902865 0.7194247278571129
147 0.7802986560265223 0.5686267579346895
148 0.7795113661388556 0.7484392184019089
149 0.7708438516904911 0.6900696139037609
150 0.7656945897700886 0.6791634599864483
151 0.7770741562048594 0.6391124223917722
152 0.763755492431422 0.6230591801181435
153 0.7604812848567962 0.6230675408244133
154 0.7668107625469566 0.6182090943306684
155 0.7625158744677901 0.6939414422214031
156 0.7543851656839251 0.615467376857996
157 0.7558526500562827 0.6682266646623611
158 0.7508619343613585 0.7237987796962261
159 0.7450183963030577 0.651256876885891
160 0.7451142744471629 0.6661297542601824
161 0.750752258511881 0.6888035607337951
162 0.7425623176122705 0.6757903137803077
163 0.7374391391376655 0.6114409103989601
164 0.7344172225892543 0.6016671475023031
165 0.7392153519081572 0.6291174636036158
166 0.7425805913719038 0.4544444132229546
167 0.7264676790311932 0.6080872067809104
168 0.7226026332875093 0.754641231149435
169 0.7248185886318484 0.6365193002671004
170 0.7250668634606214 0.6613973455131054
171 0.721085240089645 0.6080140931159258
172 0.7207910256708662 0.6787260550260544
173 0.71676350901369 0.6197584154456854
174 0.7214324942231178 0.5450647880136966
175 0.7103751045837998 0.6450946789979934
176 0.707603363810728 0.5972661499679088
177 0.7140765967592597 0.6405272048711776
178 0.7079115857059757 0.49638618115335703
179 0.7025826789190371 0.43666950953425837
180 0.6944978895783425 0.6202734304964542
181 0.6969131267319123 0.5194459898397327
182 0.6916412575325618 0.5970072032511234
183 0.6958664312213659 0.5313903668895363
184 0.6977714645443485 0.6076431158185005
185 0.6880115642771125 0.6590723553299904
186 0.685189454841117 0.5690047583729029
187 0.6805438729251424 0.5892819872125983
188 0.6843345128806929 0.628134036026895
189 0.6815626823063939 0.5181059764698148
190 0.6807915855843263 0.8088934513926506
191 0.6728999867102053 0.5358207534998656
192 0.6816372638940811 0.5896498568356037
193 0.6754521176591516 0.5811046862602234
194 0.6746320145592715 0.5278843870013952
195 0.6752037699272235 0.491455617249012
196 0.6732819365678976 0.5117737844586372
197 0.6663491862329344 0.5508821603655815
198 0.6688555033070346 0.541167863085866
199 0.6692588919090728 0.4495652936026454
